2023-03-25 17:38:25,881 INFO    StreamThr :75225 [internal.py:wandb_internal():87] W&B internal server running at pid: 75225, started at: 2023-03-25 17:38:25.881378
2023-03-25 17:38:25,882 DEBUG   HandlerThread:75225 [handler.py:handle_request():144] handle_request: status
2023-03-25 17:38:25,889 INFO    WriterThread:75225 [datastore.py:open_for_write():85] open: /Users/SML161/ecco12_ramu/rana-sierrae-cnn/wandb/run-20230325_173825-qsrnn6cx/run-qsrnn6cx.wandb
2023-03-25 17:38:25,889 DEBUG   SenderThread:75225 [sender.py:send():334] send: header
2023-03-25 17:38:25,916 DEBUG   SenderThread:75225 [sender.py:send():334] send: run
2023-03-25 17:38:26,251 INFO    SenderThread:75225 [dir_watcher.py:__init__():216] watching files in: /Users/SML161/ecco12_ramu/rana-sierrae-cnn/wandb/run-20230325_173825-qsrnn6cx/files
2023-03-25 17:38:26,251 INFO    SenderThread:75225 [sender.py:_start_run_threads():1065] run started: qsrnn6cx with start time 1679780305.883415
2023-03-25 17:38:26,251 DEBUG   SenderThread:75225 [sender.py:send_request():361] send_request: summary_record
2023-03-25 17:38:26,252 INFO    SenderThread:75225 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-03-25 17:38:26,254 DEBUG   HandlerThread:75225 [handler.py:handle_request():144] handle_request: check_version
2023-03-25 17:38:26,254 DEBUG   SenderThread:75225 [sender.py:send_request():361] send_request: check_version
2023-03-25 17:38:26,414 DEBUG   HandlerThread:75225 [handler.py:handle_request():144] handle_request: run_start
2023-03-25 17:38:26,445 DEBUG   HandlerThread:75225 [system_info.py:__init__():31] System info init
2023-03-25 17:38:26,445 DEBUG   HandlerThread:75225 [system_info.py:__init__():46] System info init done
2023-03-25 17:38:26,445 INFO    HandlerThread:75225 [system_monitor.py:start():151] Starting system monitor
2023-03-25 17:38:26,445 INFO    SystemMonitor:75225 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-03-25 17:38:26,445 INFO    HandlerThread:75225 [system_monitor.py:probe():172] Collecting system info
2023-03-25 17:38:26,446 INFO    SystemMonitor:75225 [interfaces.py:start():168] Started cpu
2023-03-25 17:38:26,446 DEBUG   HandlerThread:75225 [system_info.py:probe():195] Probing system
2023-03-25 17:38:26,448 INFO    SystemMonitor:75225 [interfaces.py:start():168] Started disk
2023-03-25 17:38:26,450 INFO    SystemMonitor:75225 [interfaces.py:start():168] Started gpuapple
2023-03-25 17:38:26,451 INFO    SystemMonitor:75225 [interfaces.py:start():168] Started memory
2023-03-25 17:38:26,451 INFO    SystemMonitor:75225 [interfaces.py:start():168] Started network
2023-03-25 17:38:26,452 DEBUG   HandlerThread:75225 [system_info.py:_probe_git():180] Probing git
2023-03-25 17:38:26,482 DEBUG   HandlerThread:75225 [system_info.py:_probe_git():188] Probing git done
2023-03-25 17:38:26,482 DEBUG   HandlerThread:75225 [system_info.py:probe():241] Probing system done
2023-03-25 17:38:26,482 DEBUG   HandlerThread:75225 [system_monitor.py:probe():181] {'os': 'macOS-12.6-arm64-arm-64bit', 'python': '3.9.15', 'heartbeatAt': '2023-03-25T21:38:26.446856', 'startedAt': '2023-03-25T21:38:25.860416', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': 'git@github.com:kitzeslab/rana-sierrae-cnn.git', 'commit': '802b468d72062da53f8ca69a6354e9c3ad559e9b'}, 'email': 'sammlapp@gmail.com', 'root': '/Users/SML161/ecco12_ramu/rana-sierrae-cnn', 'host': 'DSAS-R2GHWXK40D', 'username': 'SML161', 'executable': '/Users/SML161/miniconda3/envs/opso080/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'total': 926.3517189025879, 'used': 14.354557037353516}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 32.0}}
2023-03-25 17:38:26,483 INFO    HandlerThread:75225 [system_monitor.py:probe():182] Finished collecting system info
2023-03-25 17:38:26,483 INFO    HandlerThread:75225 [system_monitor.py:probe():185] Publishing system info
2023-03-25 17:38:26,483 DEBUG   HandlerThread:75225 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-03-25 17:38:26,483 DEBUG   HandlerThread:75225 [system_info.py:_save_pip():67] Saving pip packages done
2023-03-25 17:38:26,483 DEBUG   HandlerThread:75225 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-03-25 17:38:27,254 INFO    Thread-13 :75225 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/SML161/ecco12_ramu/rana-sierrae-cnn/wandb/run-20230325_173825-qsrnn6cx/files/wandb-summary.json
2023-03-25 17:38:27,254 INFO    Thread-13 :75225 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/SML161/ecco12_ramu/rana-sierrae-cnn/wandb/run-20230325_173825-qsrnn6cx/files/conda-environment.yaml
2023-03-25 17:38:27,254 INFO    Thread-13 :75225 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/SML161/ecco12_ramu/rana-sierrae-cnn/wandb/run-20230325_173825-qsrnn6cx/files/requirements.txt
2023-03-25 17:38:31,465 DEBUG   HandlerThread:75225 [system_info.py:_save_conda():86] Saving conda packages done
2023-03-25 17:38:31,465 INFO    HandlerThread:75225 [system_monitor.py:probe():187] Finished publishing system info
2023-03-25 17:38:31,477 DEBUG   HandlerThread:75225 [handler.py:handle_request():144] handle_request: status_report
2023-03-25 17:38:31,477 DEBUG   HandlerThread:75225 [handler.py:handle_request():144] handle_request: keepalive
2023-03-25 17:38:31,477 DEBUG   SenderThread:75225 [sender.py:send():334] send: files
2023-03-25 17:38:31,478 INFO    SenderThread:75225 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2023-03-25 17:38:31,486 DEBUG   HandlerThread:75225 [handler.py:handle_request():144] handle_request: stop_status
2023-03-25 17:38:31,486 DEBUG   SenderThread:75225 [sender.py:send_request():361] send_request: stop_status
2023-03-25 17:38:31,487 DEBUG   HandlerThread:75225 [handler.py:handle_request():144] handle_request: pause
2023-03-25 17:38:31,487 INFO    HandlerThread:75225 [handler.py:handle_request_pause():717] stopping system metrics thread or process
2023-03-25 17:38:31,487 INFO    HandlerThread:75225 [system_monitor.py:finish():161] Stopping system monitor
2023-03-25 17:38:31,505 DEBUG   SystemMonitor:75225 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2023-03-25 17:38:31,506 DEBUG   SystemMonitor:75225 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2023-03-25 17:38:31,506 DEBUG   SystemMonitor:75225 [system_monitor.py:_start():141] Publishing last batch of metrics
2023-03-25 17:38:31,506 INFO    HandlerThread:75225 [interfaces.py:finish():175] Joined cpu
2023-03-25 17:38:31,506 INFO    HandlerThread:75225 [interfaces.py:finish():175] Joined disk
2023-03-25 17:38:31,506 INFO    HandlerThread:75225 [interfaces.py:finish():175] Joined gpuapple
2023-03-25 17:38:31,506 INFO    HandlerThread:75225 [interfaces.py:finish():175] Joined memory
2023-03-25 17:38:31,506 INFO    HandlerThread:75225 [interfaces.py:finish():175] Joined network
2023-03-25 17:38:31,506 DEBUG   HandlerThread:75225 [handler.py:handle_request():144] handle_request: resume
2023-03-25 17:38:31,506 INFO    HandlerThread:75225 [handler.py:handle_request_resume():708] starting system metrics thread or process
2023-03-25 17:38:31,506 INFO    HandlerThread:75225 [system_monitor.py:start():151] Starting system monitor
2023-03-25 17:38:31,506 INFO    SystemMonitor:75225 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-03-25 17:38:31,506 INFO    SystemMonitor:75225 [interfaces.py:start():168] Started cpu
2023-03-25 17:38:31,507 INFO    SystemMonitor:75225 [interfaces.py:start():168] Started disk
2023-03-25 17:38:31,507 INFO    SystemMonitor:75225 [interfaces.py:start():168] Started gpuapple
2023-03-25 17:38:31,507 INFO    SystemMonitor:75225 [interfaces.py:start():168] Started memory
2023-03-25 17:38:31,510 INFO    SystemMonitor:75225 [interfaces.py:start():168] Started network
2023-03-25 17:38:31,618 DEBUG   SenderThread:75225 [sender.py:send():334] send: telemetry
2023-03-25 17:38:31,619 DEBUG   SenderThread:75225 [sender.py:send():334] send: telemetry
2023-03-25 17:38:31,619 DEBUG   SenderThread:75225 [sender.py:send():334] send: stats
2023-03-25 17:38:31,709 DEBUG   HandlerThread:75225 [handler.py:handle_request():144] handle_request: pause
2023-03-25 17:38:31,710 INFO    HandlerThread:75225 [handler.py:handle_request_pause():717] stopping system metrics thread or process
2023-03-25 17:38:31,710 INFO    HandlerThread:75225 [system_monitor.py:finish():161] Stopping system monitor
2023-03-25 17:38:31,712 DEBUG   SystemMonitor:75225 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2023-03-25 17:38:31,713 DEBUG   SystemMonitor:75225 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2023-03-25 17:38:31,713 DEBUG   SystemMonitor:75225 [system_monitor.py:_start():141] Publishing last batch of metrics
2023-03-25 17:38:31,713 INFO    HandlerThread:75225 [interfaces.py:finish():175] Joined cpu
